pos,1.497,2.64,0.676,0.12,2.02,1.946,1.079,1.483,1.269,1.538,0.846,2.54,1.897,0.39,0.71,1.16,1.273,1.51,8.153,0.79,0.79,1.112,2.07,1.145,1.13,1.735,0.978,0.95,1.235,1.7,3.544,3.34,1.3,2.79,2.189
neg,2.213,0.55,2.277,0.835,1.57,1.253,2.338,0.472,0.935,0.556,0.503,0.805,1.3,0.332,0.78,2.19,2.275,0.627,4.705,1.61,1.558,0.644,1.26,1.589,4.46,1.612,1.408,1.82,0.587,0.5,2.17,0.55,3.91,1.19,0.778
